"","ASV1","ASV3","ASV5","ASV6","ASV7","ASV8","ASV9","ASV10","ASV12","ASV13","ASV14","ASV15","ASV16","ASV17","ASV18","ASV19","ASV20","ASV21","ASV22","ASV23","ASV25","ASV26","ASV27","ASV28","ASV29","ASV30","ASV31","ASV32","ASV33","ASV34","ASV35","ASV37","ASV38","ASV39","ASV40","ASV41","ASV42","ASV43","ASV44","ASV45","ASV46","ASV47","ASV48","ASV49","ASV50","ASV51","ASV52","ASV53","ASV54","ASV55","ASV57","ASV58","ASV59","ASV60","ASV61","ASV62","ASV63","ASV65","ASV66","ASV69","ASV70","ASV71","ASV74","ASV79"
"PC5-10",0.134481154025128,0.0585388552815263,0.279758026989297,0.034341554211261,0.000744532340623546,0.0174965100046533,0.0831084225221033,0.0251279664960447,0.0895300139599814,0.0630991158678455,0.0013029315960912,0.0104234527687296,9.30665425779432e-05,0.00027919962773383,0.00232666356444858,0.0400186133085156,0.00390879478827362,0.0318287575616566,0.0111679851093532,9.30665425779432e-05,0.0139599813866915,0.00316426244765007,9.30665425779432e-05,0.0169381107491857,0.0122847836202885,0.00297812936249418,0.0149837133550489,0.0260586319218241,9.30665425779432e-05,9.30665425779432e-05,0.0141461144718474,0.00158213122382503,9.30665425779432e-05,0.000465332712889716,9.30665425779432e-05,9.30665425779432e-05,0.00102373196835738,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,0.00139599813866915,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,0.000465332712889716,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05,9.30665425779432e-05
"PC5-6",0.132857628270472,0.0937818552497452,0.386906784460301,0.0250311473553064,0.00611620795107034,0.0771321780496092,0.0573111337637332,0.0257107260165364,0.0411145090044173,0.0403216672329822,0.00351115641635519,0.0120058896817307,0.00554989240004531,0.000113263110205006,0.00158568354287009,0.0405481934533922,0.00419073507758523,0.00645599728168536,0.00634273417148035,0.000113263110205006,0.00396420885717522,0.0018122097632801,0.000113263110205006,0.00487031373881527,0.00283157775512516,0.00147242043266508,0.00215199909389512,0.00317136708574017,0.000566315551025031,0.000113263110205006,0.00090610488164005,0.000566315551025031,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000792841771435044,0.00396420885717522,0.000113263110205006,0.000453052440820025,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.00237852531430513,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006,0.000113263110205006
"PC5-8",0.129257987853182,0.0740691840506997,0.354634275151835,0.0337998415632427,0.00660153155532083,0.033271719038817,0.069712173224188,0.0249537892791128,0.0777660417216794,0.0489833641404806,0.00198045946659625,0.0116186955373647,0.00211249009770267,0.000528122524425667,0.00330076577766042,0.0365724848164774,0.00567731713757592,0.0125429099551096,0.0113546342751518,0.000132030631106417,0.00858199102191708,0.000132030631106417,0.000132030631106417,0.00937417480855558,0.00580934776868233,0.001584367573277,0.00726168471085292,0.0157116451016636,0.000132030631106417,0.000132030631106417,0.00448904145761817,0.000660153155532083,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.00171639820438342,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.00145233694217058,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417,0.000132030631106417
"PH1-10",0.104299160518952,0.0786907487492581,0.327482404816416,0.073263800559654,0.00695327736793013,0.009497159331807,0.0782667684219452,0.0252692275078436,0.0755532943271432,0.0401085389637921,8.47960654625626e-05,0.00390061901127788,8.47960654625626e-05,8.47960654625626e-05,0.00296786229118969,0.029848215042822,0.00322225048757738,0.0436699737132197,0.0111082845755957,8.47960654625626e-05,0.00669888917154244,0.00144153311286356,0.00195030950563894,0.0126346137539218,0.00780123802255576,0.00127194098193844,0.0116170609683711,0.0269651488170949,8.47960654625626e-05,8.47960654625626e-05,0.00839481048079369,0.000423980327312813,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,0.00033918426185025,0.00101755278555075,8.47960654625626e-05,0.00211990163656406,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,0.00033918426185025,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05,8.47960654625626e-05
"PH1-6",0.0987464617873029,0.111605337646583,0.333198544278205,0.0523251112009705,0.097048119692681,0.0354225636878286,0.0546704407602103,0.035907804286292,0.0502224019409624,0.0267691063485645,8.08734330772341e-05,0.00938131823695916,0.00363930448847554,8.08734330772341e-05,0.00226445612616256,0.0343712090578245,0.00323493732308937,0.00549939344925192,0.00800646987464618,0.00509502628386575,0.00283057015770319,0.00161746866154468,0.00202183582693085,0.00533764658309745,0.00291144359078043,0.000727860897695107,0.00291144359078043,0.0030731904569349,8.08734330772341e-05,8.08734330772341e-05,0.000808734330772342,0.00186008896077639,8.08734330772341e-05,0.000566114031540639,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,0.000727860897695107,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,0.000727860897695107,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,0.00388192478770724,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05
"PH1-8",0.096483704974271,0.0802744425385934,0.383876500857633,0.0575471698113207,0.0201543739279588,0.0155231560891938,0.072041166380789,0.0335334476843911,0.0746998284734134,0.0389365351629503,8.57632933104631e-05,0.00866209262435677,0.00128644939965695,8.57632933104631e-05,0.00265866209262436,0.0250428816466552,0.00334476843910806,0.0156946826758148,0.0109777015437393,8.57632933104631e-05,0.00531732418524871,0.0016295025728988,8.57632933104631e-05,0.00780445969125214,0.00540308747855917,0.00188679245283019,0.00763293310463121,0.0121783876500858,8.57632933104631e-05,8.57632933104631e-05,0.00283018867924528,0.000943396226415094,8.57632933104631e-05,0.00154373927958834,8.57632933104631e-05,0.000428816466552315,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,0.00137221269296741,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,0.00300171526586621,8.57632933104631e-05,0.000771869639794168,0.00120068610634648,8.57632933104631e-05,8.57632933104631e-05,0.0016295025728988,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,0.000857632933104631,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,0.000343053173241852,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05,8.57632933104631e-05
"PH2-10",0.105978980835468,0.0581118078247814,0.263092819924048,0.0710942329771262,0.00450410668550737,0.0130707409697077,0.0899055020754217,0.0286143248255762,0.0998851894374283,0.0461008566634284,8.83158173628897e-05,0.00441579086814448,8.83158173628897e-05,8.83158173628897e-05,0.00406252759869293,0.0325002207895434,0.00326768524242692,0.0597898083546763,0.0131590567870706,8.83158173628897e-05,0.00591715976331361,0.00203126379934646,8.83158173628897e-05,0.014395478230151,0.0110394771703612,0.0016780005298949,0.0190762165503842,0.0268480084783185,8.83158173628897e-05,8.83158173628897e-05,0.00944979245782919,0.000794842356266007,8.83158173628897e-05,0.000971473990991787,8.83158173628897e-05,8.83158173628897e-05,0.000971473990991787,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,0.0016780005298949,0.00370926432924137,8.83158173628897e-05,8.83158173628897e-05,0.000883158173628897,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05,8.83158173628897e-05
"PH2-6",0.101081976800858,0.0982551905643825,0.35792962277025,0.0466907105955746,0.0824641777951067,0.04513110439614,0.0511745784189492,0.0284628131396822,0.046300809045716,0.0278779608148942,0.00146213081196998,0.0112096695584365,0.00350911394872795,9.74753874646652e-05,0.00341163856126328,0.0392825811482601,0.00409396627351594,0.00545862169802125,0.00682327712252657,0.00438639243590993,0.00185203236182864,0.00204698313675797,9.74753874646652e-05,0.00438639243590993,0.0044838678233746,0.0019495077492933,0.00272931084901062,0.00399649088605127,9.74753874646652e-05,9.74753874646652e-05,0.00175455697436397,0.000974753874646652,9.74753874646652e-05,0.000389901549858661,9.74753874646652e-05,9.74753874646652e-05,0.000487376937323326,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,0.0022419339116873,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,0.00458134321083926,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05,9.74753874646652e-05
"PH2-8",0.0937814280925243,0.077438819979886,0.321488434461951,0.0664599396580624,0.0130740864901106,0.021371102916527,0.0797854508883674,0.0343613811599062,0.0917700301709689,0.0472678511565538,8.38082467314784e-05,0.00955414012738854,0.000670465973851827,8.38082467314784e-05,0.00184378142809252,0.0317633255112303,0.00410660408984244,0.0225444183707677,0.0147502514247402,8.38082467314784e-05,0.00595038551793497,0.00159235668789809,8.38082467314784e-05,0.00787797519275897,0.00595038551793497,0.00125712370097218,0.00988937311431445,0.0235501173315454,8.38082467314784e-05,8.38082467314784e-05,0.00385517934964801,0.000921890714046262,8.38082467314784e-05,0.00100569896077774,8.38082467314784e-05,8.38082467314784e-05,0.000670465973851827,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,0.00150854844116661,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,0.00108950720750922,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05,8.38082467314784e-05
"PH3-10",0.119197446420429,0.0589147286821705,0.329958960328318,0.0558139534883721,0.00300957592339261,0.0125854993160055,0.0829913360693114,0.0258093935248518,0.0886456908344733,0.0540811673506612,9.11992704058367e-05,0.00693114455084359,9.11992704058367e-05,0.000364797081623347,0.00255357957136343,0.0284541723666211,0.00428636570907433,0.0390332877336981,0.0148654810761514,9.11992704058367e-05,0.00492476060191518,0.00164158686730506,9.11992704058367e-05,0.00921112631098951,0.00611035111719106,0.00237118103055176,0.012859097127223,0.018422252621979,9.11992704058367e-05,9.11992704058367e-05,0.00538075695394437,0.00118559051527588,9.11992704058367e-05,0.00054719562243502,9.11992704058367e-05,9.11992704058367e-05,0.000729594163246694,0.000638394892840857,9.11992704058367e-05,9.11992704058367e-05,0.00237118103055176,0.00164158686730506,0.00118559051527588,9.11992704058367e-05,0.000455996352029184,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05,9.11992704058367e-05
"PH3-6",0.10018605982539,0.0692715042221268,0.354658651781881,0.0439387433805639,0.078717618434235,0.0563904393874338,0.0575354229282954,0.0327751538571633,0.0553885787891799,0.0396450551023329,0.0001431229426077,0.0124516960068699,0.0027193359095463,0.0001431229426077,0.0015743523686847,0.035780735651925,0.0050093029912695,0.0078717618434235,0.0067267783025619,0.0001431229426077,0.0037211965078002,0.0007156147130385,0.0001431229426077,0.0035780735651925,0.0048661800486618,0.0017174753112924,0.002862458852154,0.0035780735651925,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0015743523686847,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0012881064834693,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0072992700729927,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0007156147130385,0.0001431229426077,0.0001431229426077,0.001431229426077,0.0001431229426077,0.0011449835408616,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077,0.0001431229426077
"PH3-8",0.101752767527675,0.052859778597786,0.387822878228782,0.0506457564575646,0.0141143911439114,0.0190959409594096,0.0764760147601476,0.0327490774907749,0.088929889298893,0.0519372693726937,9.22509225092251e-05,0.0104243542435424,0.0011070110701107,9.22509225092251e-05,0.00175276752767528,0.0266605166051661,0.00378228782287823,0.016789667896679,0.01190036900369,9.22509225092251e-05,0.00304428044280443,0.0018450184501845,0.00249077490774908,0.00562730627306273,0.00516605166051661,0.00156826568265683,0.00691881918819188,0.0154059040590406,9.22509225092251e-05,9.22509225092251e-05,0.0033210332103321,0.00138376383763838,9.22509225092251e-05,0.000738007380073801,9.22509225092251e-05,9.22509225092251e-05,0.000461254612546125,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05,9.22509225092251e-05
"PH4-10",0.111210762331839,0.0572360375050958,0.329555646147574,0.0772115776600081,0.0022013860578883,0.0110884631064003,0.0821035466775377,0.0222584590297595,0.0874031797798614,0.0543823889115369,8.15328169588259e-05,0.00758255197717081,8.15328169588259e-05,8.15328169588259e-05,0.00244598450876478,0.0250305748063595,0.00383204239706482,0.0366082348145128,0.0148389726865063,8.15328169588259e-05,0.00423970648185895,0.000733795352629433,8.15328169588259e-05,0.00962087240114146,0.00684875662454138,0.00114145943742356,0.0128006522625357,0.0198940073379535,8.15328169588259e-05,8.15328169588259e-05,0.00758255197717081,0.00122299225438239,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.000733795352629433,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.00114145943742356,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.00611496127191194,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05
"PH4-6",0.106246876561719,0.0654672663668166,0.348625687156422,0.0460769615192404,0.0940529735132433,0.0623688155922039,0.0603698150924538,0.0277861069465267,0.0496751624187906,0.0318840579710145,0.000999500249875063,0.0116941529235382,0.00239880059970015,9.99500249875062e-05,0.00189905047476262,0.0355822088955522,0.00499750124937531,0.0063968015992004,0.00549725137431285,0.00619690154922539,0.00169915042478761,0.00119940029985007,9.99500249875062e-05,0.00239880059970015,0.00409795102448776,0.00179910044977511,0.00289855072463768,0.00449775112443778,9.99500249875062e-05,9.99500249875062e-05,0.00169915042478761,0.000699650174912544,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,0.000499750124937531,0.00469765117441279,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,0.00129935032483758,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,0.00109945027486257,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05,9.99500249875062e-05
"PH4-8",0.0998202141796295,0.0608145079340264,0.389822559212069,0.0637067146095521,0.016024388337372,0.0238411631360901,0.0716798249042445,0.0249355116079106,0.080981786914719,0.0476041585241929,7.81677479871805e-05,0.00672242632689752,0.000469006487923083,7.81677479871805e-05,0.0032048776674744,0.0288438990072696,0.00578441335105136,0.0171969045571797,0.00781677479871805,7.81677479871805e-05,0.00328304541546158,0.00109434847182053,0.00179785820370515,0.00719143281482061,0.00429922613929493,0.00148518721175643,0.00742593605878215,0.0161025560853592,7.81677479871805e-05,7.81677479871805e-05,0.00257953568357696,0.000469006487923083,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,0.000390838739935902,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,0.00187602595169233,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05,7.81677479871805e-05
"PH5-10",0.0744277004486369,0.0622339813643161,0.298746117565858,0.0883469458184746,0.00368112274243644,0.0077073507419763,0.105142068330841,0.0302542275393995,0.0921431036466123,0.071206718049005,0.000115035085701139,0.00655699988496491,0.000115035085701139,0.000115035085701139,0.00471643851374669,0.00471643851374669,0.00471643851374669,0.0533762797653284,0.0128839295985275,0.000115035085701139,0.00448636834234441,0.00184056137121822,0.000115035085701139,0.0120786839986196,0.0108132980559071,0.00230070171402278,0.0117335787415162,0.0192108593120902,0.000115035085701139,0.000115035085701139,0.00402622799953986,0.000460140342804555,0.000115035085701139,0.000920280685609111,0.000115035085701139,0.000115035085701139,0.00103531577131025,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.00322098239963189,0.000115035085701139,0.00172552628551708,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.00138042102841367,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139,0.000115035085701139
"PH5-6",0.0968203497615262,0.0500794912559619,0.234419713831479,0.0720985691573927,0.0624006359300477,0.0445151033386327,0.111844197138315,0.0343402225755167,0.0976947535771065,0.0689984101748808,0.000556438791732909,0.0177265500794913,0.00119236883942766,7.94912559618442e-05,0.00437201907790143,0.0243243243243243,0.00437201907790143,0.0101748807631161,0.0106518282988871,0.00286168521462639,0.00492845786963434,0.00103338632750397,0.00317965023847377,0.00699523052464229,0.00524642289348171,0.00254372019077901,0.00596184419713831,0.00588235294117647,7.94912559618442e-05,7.94912559618442e-05,0.00158982511923688,0.000556438791732909,7.94912559618442e-05,0.000635930047694753,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,0.00389507154213037,7.94912559618442e-05,0.00095389507154213,0.00262321144674086,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,0.000794912559618442,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,0.000794912559618442,7.94912559618442e-05,0.000715421303656598,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05,7.94912559618442e-05
"PH5-8",0.0974172719935432,0.0619854721549637,0.296690879741727,0.0718321226795803,0.0163034705407587,0.0188054882970137,0.0983050847457627,0.0315577078288943,0.0968523002421308,0.0742534301856336,8.07102502017756e-05,0.00855528652138822,8.07102502017756e-05,8.07102502017756e-05,0.00314769975786925,0.013317191283293,0.00371267150928168,0.0232445520581114,0.0112187247780468,8.07102502017756e-05,0.00427764326069411,0.00193704600484262,0.00169491525423729,0.010088781275222,0.00573042776432607,0.00201775625504439,0.0104116222760291,0.0242937853107345,8.07102502017756e-05,8.07102502017756e-05,0.00193704600484262,0.000403551251008878,8.07102502017756e-05,0.000564971751412429,8.07102502017756e-05,8.07102502017756e-05,0.000564971751412429,0.00121065375302663,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,0.000564971751412429,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,0.00355125100887813,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,0.000968523002421308,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05,8.07102502017756e-05
"PL1-10",0.0961729622266401,0.123260437375745,0.297796554009278,0.0273359840954274,8.28363154406892e-05,0.0038104705102717,0.104705102717031,0.0126739562624254,0.0876408217362492,0.0618787276341948,0.00115970841616965,0.00679257786613651,8.28363154406892e-05,0.000497017892644135,0.00198807157057654,0.0198807157057654,0.00521868787276342,0.0539264413518886,0.0117627567925779,8.28363154406892e-05,0.00985752153744202,0.00182239893969516,8.28363154406892e-05,0.0128396288933068,0.0101888667992048,0.00157388999337309,0.0192180251822399,0.0149933730947647,8.28363154406892e-05,8.28363154406892e-05,0.00439032471835653,0.000579854208084824,8.28363154406892e-05,0.00132538104705103,8.28363154406892e-05,0.000331345261762757,0.000911199469847581,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,0.00132538104705103,8.28363154406892e-05,0.000248508946322068,8.28363154406892e-05,0.00124254473161034,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05,8.28363154406892e-05
"PL1-6",0.103595468724347,0.123460843868002,0.361763257264817,0.0266787062879659,0.00172385486783779,0.0421113117714661,0.0798719422098178,0.0183877852569365,0.0612378919717616,0.0555737974060089,0.00065670661631916,0.0162534887538992,0.0032835330815958,8.2088327039895e-05,0.00139550155967821,0.0395665736332294,0.00517156460351338,0.00730586110655065,0.00894762764734855,8.2088327039895e-05,0.00673124281727139,0.00295517977343622,0.00139550155967821,0.00747003776063044,0.00418650467903464,0.000738794943359055,0.00476112296831391,0.00254473813823674,8.2088327039895e-05,8.2088327039895e-05,0.00139550155967821,0.001559678213758,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,0.000574618289279265,8.2088327039895e-05,0.00238056148415695,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,0.00172385486783779,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,0.00106714825151863,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,0.000985059924478739,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05,8.2088327039895e-05
"PL1-8",0.085148098872628,0.116168335550732,0.336180939710104,0.0278691968349555,0.000420138645753098,0.0110636510048316,0.105664869406904,0.0147048526013584,0.0939009873258175,0.0601498494503186,0.000490161753378615,0.0124641131573419,7.00231076255164e-05,7.00231076255164e-05,0.00231076255164204,0.0249982494223094,0.0042714095651565,0.0200266087808977,0.0153350605699881,7.00231076255164e-05,0.0107835585743295,0.00210069322876549,7.00231076255164e-05,0.0110636510048316,0.00665219522442406,0.00175057769063791,0.0131643442335971,0.0111336741124571,7.00231076255164e-05,7.00231076255164e-05,0.00266087808976962,0.00112036972200826,7.00231076255164e-05,0.000700231076255164,7.00231076255164e-05,7.00231076255164e-05,0.000630207968629648,7.00231076255164e-05,0.000420138645753098,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,0.000630207968629648,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,0.00252083187451859,7.00231076255164e-05,7.00231076255164e-05,7.00231076255164e-05,0.0012604159372593,7.00231076255164e-05,7.00231076255164e-05
